Time of Arrival,Delta Time of Arrival,Pulse Width,Power,Angle
158679,513,0.3,1.4,57
159300,621,0.3,1.4,57
159462,162,0.3,1.4,57
159759,297,0.3,1.4,57
160272,513,0.3,1.4,57
160893,621,0.3,1.4,57
161055,162,0.3,1.4,57
161352,297,0.3,1.4,57
161865,513,0.3,1.4,57
162486,621,0.3,1.4,57
162648,162,0.3,1.4,57
162945,297,0.3,1.4,57
163458,513,0.3,1.4,57
164079,621,0.3,1.4,57
164241,162,0.3,1.4,57
164538,297,0.3,1.4,57
165051,513,0.3,1.4,57
165672,621,0.3,1.4,57
165834,162,0.3,1.4,57
166131,297,0.3,1.4,57
166644,513,0.3,1.4,57
167265,621,0.3,1.4,57
167427,162,0.3,1.4,57
167724,297,0.3,1.4,57
168237,513,0.3,1.4,57
168858,621,0.3,1.4,57
169020,162,0.3,1.4,57
169317,297,0.3,1.4,57
169830,513,0.3,1.4,57
170451,621,0.3,1.4,57
170613,162,0.3,1.4,57
170910,297,0.3,1.4,57
171423,513,0.3,1.4,57
172044,621,0.3,1.4,57
172206,162,0.3,1.4,57
172503,297,0.3,1.4,57
173016,513,0.3,1.4,57
173637,621,0.3,1.4,57
173799,162,0.3,1.4,57
174096,297,0.3,1.4,57
174609,513,0.3,1.4,57
175230,621,0.3,1.4,57
175392,162,0.3,1.4,57
175689,297,0.3,1.4,57
176202,513,0.3,1.4,57
176823,621,0.3,1.4,57
176985,162,0.3,1.4,57
177282,297,0.3,1.4,57
177795,513,0.3,1.4,57
178416,621,0.3,1.4,57
178578,162,0.3,1.4,57
178875,297,0.3,1.4,57
179388,513,0.3,1.4,57
180009,621,0.3,1.4,57
180171,162,0.3,1.4,57
180468,297,0.3,1.4,57
180981,513,0.3,1.4,57
181602,621,0.3,1.4,57
181764,162,0.3,1.4,57
182061,297,0.3,1.4,57
182574,513,0.3,1.4,57
183195,621,0.3,1.4,57
183357,162,0.3,1.4,57
183654,297,0.3,1.4,57
184167,513,0.3,1.4,57
184788,621,0.3,1.4,57
184950,162,0.3,1.4,57
185247,297,0.3,1.4,57
185760,513,0.3,1.4,57
186381,621,0.3,1.4,57
186543,162,0.3,1.4,57
186840,297,0.3,1.4,57
187353,513,0.3,1.4,57
187974,621,0.3,1.4,57
188136,162,0.3,1.4,57
188433,297,0.3,1.4,57
188946,513,0.3,1.4,57
189567,621,0.3,1.4,57
189729,162,0.3,1.4,57
190026,297,0.3,1.4,57
190539,513,0.3,1.4,57
191160,621,0.3,1.4,57
191322,162,0.3,1.4,57
191619,297,0.3,1.4,57
192132,513,0.3,1.4,57
192753,621,0.3,1.4,57
192915,162,0.3,1.4,57
193212,297,0.3,1.4,57
193725,513,0.3,1.4,57
194346,621,0.3,1.4,57
194508,162,0.3,1.4,57
194805,297,0.3,1.4,57
195318,513,0.3,1.4,57
195939,621,0.3,1.4,57
196101,162,0.3,1.4,57
196398,297,0.3,1.4,57
196911,513,0.3,1.4,57
197532,621,0.3,1.4,57
197694,162,0.3,1.4,57
197991,297,0.3,1.4,57
198504,513,0.3,1.4,57
199125,621,0.3,1.4,57
199287,162,0.3,1.4,57
199584,297,0.3,1.4,57
200097,513,0.3,1.4,57
200718,621,0.3,1.4,57
200880,162,0.3,1.4,57
201177,297,0.3,1.4,57
201690,513,0.3,1.4,57
202311,621,0.3,1.4,57
202473,162,0.3,1.4,57
202770,297,0.3,1.4,57
203283,513,0.3,1.4,57
203904,621,0.3,1.4,57
204066,162,0.3,1.4,57
204363,297,0.3,1.4,57
204876,513,0.3,1.4,57
205497,621,0.3,1.4,57
205659,162,0.3,1.4,57
205956,297,0.3,1.4,57
206469,513,0.3,1.4,57
207090,621,0.3,1.4,57
207252,162,0.3,1.4,57
207549,297,0.3,1.4,57
208062,513,0.3,1.4,57
208683,621,0.3,1.4,57
208845,162,0.3,1.4,57
209142,297,0.3,1.4,57
209655,513,0.3,1.4,57
210276,621,0.3,1.4,57
210438,162,0.3,1.4,57
210735,297,0.3,1.4,57
211248,513,0.3,1.4,57
211869,621,0.3,1.4,57
212031,162,0.3,1.4,57
212328,297,0.3,1.4,57
212841,513,0.3,1.4,57
213462,621,0.3,1.4,57
213624,162,0.3,1.4,57
213921,297,0.3,1.4,57
214434,513,0.3,1.4,57
215055,621,0.3,1.4,57
215217,162,0.3,1.4,57
215514,297,0.3,1.4,57
216027,513,0.3,1.4,57
216648,621,0.3,1.4,57
216810,162,0.3,1.4,57
217107,297,0.3,1.4,57
217620,513,0.3,1.4,57
218241,621,0.3,1.4,57
218403,162,0.3,1.4,57
218700,297,0.3,1.4,57
219213,513,0.3,1.4,57
219834,621,0.3,1.4,57
219996,162,0.3,1.4,57
220293,297,0.3,1.4,57
220806,513,0.3,1.4,57
221427,621,0.3,1.4,57
221589,162,0.3,1.4,57
221886,297,0.3,1.4,57
222399,513,0.3,1.4,57
223020,621,0.3,1.4,57
223182,162,0.3,1.4,57
223479,297,0.3,1.4,57
223992,513,0.3,1.4,57
224613,621,0.3,1.4,57
224775,162,0.3,1.4,57
225072,297,0.3,1.4,57
225585,513,0.3,1.4,57
226206,621,0.3,1.4,57
226368,162,0.3,1.4,57
226665,297,0.3,1.4,57
227178,513,0.3,1.4,57
227799,621,0.3,1.4,57
227961,162,0.3,1.4,57
228258,297,0.3,1.4,57
228771,513,0.3,1.4,57
229392,621,0.3,1.4,57
229554,162,0.3,1.4,57
229851,297,0.3,1.4,57
230364,513,0.3,1.4,57
230985,621,0.3,1.4,57
231147,162,0.3,1.4,57
231444,297,0.3,1.4,57
231957,513,0.3,1.4,57
232578,621,0.3,1.4,57
232740,162,0.3,1.4,57
233037,297,0.3,1.4,57
233550,513,0.3,1.4,57
234171,621,0.3,1.4,57
234333,162,0.3,1.4,57
234630,297,0.3,1.4,57
235143,513,0.3,1.4,57
235764,621,0.3,1.4,57
235926,162,0.3,1.4,57
236223,297,0.3,1.4,57
236736,513,0.3,1.4,57
237357,621,0.3,1.4,57
237519,162,0.3,1.4,57
237816,297,0.3,1.4,57
238329,513,0.3,1.4,57
238950,621,0.3,1.4,57
239112,162,0.3,1.4,57
239409,297,0.3,1.4,57
239922,513,0.3,1.4,57
240543,621,0.3,1.4,57
240705,162,0.3,1.4,57
241002,297,0.3,1.4,57
241515,513,0.3,1.4,57
242136,621,0.3,1.4,57
242298,162,0.3,1.4,57
242595,297,0.3,1.4,57
243108,513,0.3,1.4,57
243729,621,0.3,1.4,57
243891,162,0.3,1.4,57
244188,297,0.3,1.4,57
244701,513,0.3,1.4,57
245322,621,0.3,1.4,57
245484,162,0.3,1.4,57
245781,297,0.3,1.4,57
246294,513,0.3,1.4,57
246915,621,0.3,1.4,57
247077,162,0.3,1.4,57
247374,297,0.3,1.4,57
247887,513,0.3,1.4,57
248508,621,0.3,1.4,57
248670,162,0.3,1.4,57
248967,297,0.3,1.4,57
249480,513,0.3,1.4,57
250101,621,0.3,1.4,57
250263,162,0.3,1.4,57
250560,297,0.3,1.4,57
251073,513,0.3,1.4,57
251694,621,0.3,1.4,57
251856,162,0.3,1.4,57
252153,297,0.3,1.4,57
252666,513,0.3,1.4,57
253287,621,0.3,1.4,57
253449,162,0.3,1.4,57
253746,297,0.3,1.4,57
254259,513,0.3,1.4,57
254880,621,0.3,1.4,57
255042,162,0.3,1.4,57
255339,297,0.3,1.4,57
255852,513,0.3,1.4,57
256473,621,0.3,1.4,57
256635,162,0.3,1.4,57
256932,297,0.3,1.4,57
257445,513,0.3,1.4,57
258066,621,0.3,1.4,57
258228,162,0.3,1.4,57
258525,297,0.3,1.4,57
259038,513,0.3,1.4,57
259659,621,0.3,1.4,57
259821,162,0.3,1.4,57
260118,297,0.3,1.4,57
260631,513,0.3,1.4,57
261252,621,0.3,1.4,57
261414,162,0.3,1.4,57
261711,297,0.3,1.4,57
262224,513,0.3,1.4,57
262845,621,0.3,1.4,57
263007,162,0.3,1.4,57
263304,297,0.3,1.4,57
263817,513,0.3,1.4,57
264438,621,0.3,1.4,57
264600,162,0.3,1.4,57
264897,297,0.3,1.4,57
265410,513,0.3,1.4,57
266031,621,0.3,1.4,57
266193,162,0.3,1.4,57
266490,297,0.3,1.4,57
267003,513,0.3,1.4,57
267624,621,0.3,1.4,57
267786,162,0.3,1.4,57
268083,297,0.3,1.4,57
268596,513,0.3,1.4,57
269217,621,0.3,1.4,57
269379,162,0.3,1.4,57
269676,297,0.3,1.4,57
270189,513,0.3,1.4,57
270810,621,0.3,1.4,57
270972,162,0.3,1.4,57
271269,297,0.3,1.4,57
271782,513,0.3,1.4,57
272403,621,0.3,1.4,57
272565,162,0.3,1.4,57
272862,297,0.3,1.4,57
273375,513,0.3,1.4,57
273996,621,0.3,1.4,57
274158,162,0.3,1.4,57
274455,297,0.3,1.4,57
274968,513,0.3,1.4,57
275589,621,0.3,1.4,57
275751,162,0.3,1.4,57
276048,297,0.3,1.4,57
276561,513,0.3,1.4,57
277182,621,0.3,1.4,57
277344,162,0.3,1.4,57
277641,297,0.3,1.4,57
278154,513,0.3,1.4,57
278775,621,0.3,1.4,57
278937,162,0.3,1.4,57
279234,297,0.3,1.4,57
279747,513,0.3,1.4,57
280368,621,0.3,1.4,57
280530,162,0.3,1.4,57
280827,297,0.3,1.4,57
281340,513,0.3,1.4,57
281961,621,0.3,1.4,57
282123,162,0.3,1.4,57
282420,297,0.3,1.4,57
282933,513,0.3,1.4,57
283554,621,0.3,1.4,57
283716,162,0.3,1.4,57
284013,297,0.3,1.4,57
284526,513,0.3,1.4,57
285147,621,0.3,1.4,57
285309,162,0.3,1.4,57
285606,297,0.3,1.4,57
286119,513,0.3,1.4,57
286740,621,0.3,1.4,57
286902,162,0.3,1.4,57
287199,297,0.3,1.4,57
287712,513,0.3,1.4,57
288333,621,0.3,1.4,57
288495,162,0.3,1.4,57
288792,297,0.3,1.4,57
289305,513,0.3,1.4,57
289926,621,0.3,1.4,57
290088,162,0.3,1.4,57
290385,297,0.3,1.4,57
290898,513,0.3,1.4,57
291519,621,0.3,1.4,57
291681,162,0.3,1.4,57
291978,297,0.3,1.4,57
292491,513,0.3,1.4,57
293112,621,0.3,1.4,57
293274,162,0.3,1.4,57
293571,297,0.3,1.4,57
294084,513,0.3,1.4,57
294705,621,0.3,1.4,57
294867,162,0.3,1.4,57
295164,297,0.3,1.4,57
295677,513,0.3,1.4,57
296298,621,0.3,1.4,57
296460,162,0.3,1.4,57
296757,297,0.3,1.4,57
297270,513,0.3,1.4,57
297891,621,0.3,1.4,57
298053,162,0.3,1.4,57
298350,297,0.3,1.4,57
298863,513,0.3,1.4,57
299484,621,0.3,1.4,57
299646,162,0.3,1.4,57
299943,297,0.3,1.4,57
300456,513,0.3,1.4,57
301077,621,0.3,1.4,57
301239,162,0.3,1.4,57
301536,297,0.3,1.4,57
302049,513,0.3,1.4,57
302670,621,0.3,1.4,57
302832,162,0.3,1.4,57
303129,297,0.3,1.4,57
303642,513,0.3,1.4,57
304263,621,0.3,1.4,57
304425,162,0.3,1.4,57
304722,297,0.3,1.4,57
305235,513,0.3,1.4,57
305856,621,0.3,1.4,57
306018,162,0.3,1.4,57
306315,297,0.3,1.4,57
306828,513,0.3,1.4,57
307449,621,0.3,1.4,57
307611,162,0.3,1.4,57
307908,297,0.3,1.4,57
308421,513,0.3,1.4,57
309042,621,0.3,1.4,57
309204,162,0.3,1.4,57
309501,297,0.3,1.4,57
310014,513,0.3,1.4,57
310635,621,0.3,1.4,57
310797,162,0.3,1.4,57
311094,297,0.3,1.4,57
311607,513,0.3,1.4,57
312228,621,0.3,1.4,57
312390,162,0.3,1.4,57
312687,297,0.3,1.4,57
313200,513,0.3,1.4,57
313821,621,0.3,1.4,57
313983,162,0.3,1.4,57
314280,297,0.3,1.4,57
314793,513,0.3,1.4,57
315414,621,0.3,1.4,57
315576,162,0.3,1.4,57
315873,297,0.3,1.4,57
316386,513,0.3,1.4,57
317007,621,0.3,1.4,57
317169,162,0.3,1.4,57
317466,297,0.3,1.4,57
317979,513,0.3,1.4,57
318600,621,0.3,1.4,57
318762,162,0.3,1.4,57
319059,297,0.3,1.4,57
319572,513,0.3,1.4,57
320193,621,0.3,1.4,57
320355,162,0.3,1.4,57
320652,297,0.3,1.4,57
321165,513,0.3,1.4,57
321786,621,0.3,1.4,57
321948,162,0.3,1.4,57
322245,297,0.3,1.4,57
322758,513,0.3,1.4,57
323379,621,0.3,1.4,57
323541,162,0.3,1.4,57
323838,297,0.3,1.4,57
324351,513,0.3,1.4,57
324972,621,0.3,1.4,57
325134,162,0.3,1.4,57
325431,297,0.3,1.4,57
325944,513,0.3,1.4,57
326565,621,0.3,1.4,57
326727,162,0.3,1.4,57
327024,297,0.3,1.4,57
327537,513,0.3,1.4,57
328158,621,0.3,1.4,57
328320,162,0.3,1.4,57
328617,297,0.3,1.4,57
329130,513,0.3,1.4,57
329751,621,0.3,1.4,57
329913,162,0.3,1.4,57
330210,297,0.3,1.4,57
330723,513,0.3,1.4,57
331344,621,0.3,1.4,57
331506,162,0.3,1.4,57
331803,297,0.3,1.4,57
332316,513,0.3,1.4,57
332937,621,0.3,1.4,57
333099,162,0.3,1.4,57
333396,297,0.3,1.4,57
333909,513,0.3,1.4,57
334530,621,0.3,1.4,57
334692,162,0.3,1.4,57
334989,297,0.3,1.4,57
335502,513,0.3,1.4,57
336123,621,0.3,1.4,57
336285,162,0.3,1.4,57
336582,297,0.3,1.4,57
337095,513,0.3,1.4,57
337716,621,0.3,1.4,57
337878,162,0.3,1.4,57
338175,297,0.3,1.4,57
338688,513,0.3,1.4,57
339309,621,0.3,1.4,57
339471,162,0.3,1.4,57
339768,297,0.3,1.4,57
340281,513,0.3,1.4,57
340902,621,0.3,1.4,57
341064,162,0.3,1.4,57
341361,297,0.3,1.4,57
341874,513,0.3,1.4,57
342495,621,0.3,1.4,57
342657,162,0.3,1.4,57
342954,297,0.3,1.4,57
343467,513,0.3,1.4,57
344088,621,0.3,1.4,57
344250,162,0.3,1.4,57
344547,297,0.3,1.4,57
345060,513,0.3,1.4,57
345681,621,0.3,1.4,57
345843,162,0.3,1.4,57
346140,297,0.3,1.4,57
346653,513,0.3,1.4,57
347274,621,0.3,1.4,57
347436,162,0.3,1.4,57
347733,297,0.3,1.4,57
348246,513,0.3,1.4,57
348867,621,0.3,1.4,57
349029,162,0.3,1.4,57
349326,297,0.3,1.4,57
349839,513,0.3,1.4,57
350460,621,0.3,1.4,57
350622,162,0.3,1.4,57
350919,297,0.3,1.4,57
351432,513,0.3,1.4,57
352053,621,0.3,1.4,57
352215,162,0.3,1.4,57
352512,297,0.3,1.4,57
353025,513,0.3,1.4,57
353646,621,0.3,1.4,57
353808,162,0.3,1.4,57
354105,297,0.3,1.4,57
354618,513,0.3,1.4,57
355239,621,0.3,1.4,57
355401,162,0.3,1.4,57
355698,297,0.3,1.4,57
356211,513,0.3,1.4,57
356832,621,0.3,1.4,57
356994,162,0.3,1.4,57
357291,297,0.3,1.4,57
357804,513,0.3,1.4,57
358425,621,0.3,1.4,57
358587,162,0.3,1.4,57
358884,297,0.3,1.4,57
359397,513,0.3,1.4,57
360018,621,0.3,1.4,57
360180,162,0.3,1.4,57
360477,297,0.3,1.4,57
360990,513,0.3,1.4,57
361611,621,0.3,1.4,57
361773,162,0.3,1.4,57
362070,297,0.3,1.4,57
362583,513,0.3,1.4,57
363204,621,0.3,1.4,57
363366,162,0.3,1.4,57
363663,297,0.3,1.4,57
364176,513,0.3,1.4,57
364797,621,0.3,1.4,57
364959,162,0.3,1.4,57
365256,297,0.3,1.4,57
365769,513,0.3,1.4,57
366390,621,0.3,1.4,57
366552,162,0.3,1.4,57
366849,297,0.3,1.4,57
367362,513,0.3,1.4,57
367983,621,0.3,1.4,57
368145,162,0.3,1.4,57
368442,297,0.3,1.4,57
368955,513,0.3,1.4,57
369576,621,0.3,1.4,57
369738,162,0.3,1.4,57
